"","country","industry","certificates","iso","year"
"14920","Singapore","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14921","Slovakia","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14922","Slovenia","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14923","South Africa","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14924","Spain","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14925","Sri Lanka","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14926","Sudan","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14927","Suriname","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14928","Swaziland","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14929","Sweden","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14930","Switzerland","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14931","Taiwan, Province of China","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14932","Tajikistan","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14933","Tanzania, United Republic of","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14934","Thailand","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14935","Togo","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14936","Tunisia","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14937","Turkey","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14938","Ukraine","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14939","United Arab Emirates","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14940","United Kingdom of Great Britain and Northern Ireland","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14941","United States of America","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14942","Uruguay","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14943","Vanuatu","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14944","Viet Nam","Manufacture of wood and wood products",0,"iso_iec_27001","2018"
"14945","Albania","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14946","Algeria","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14947","Andorra","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14948","Argentina","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14949","Armenia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14950","Australia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14951","Austria","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14952","Azerbaijan","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14953","Bahrain","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14954","Bangladesh","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14955","Belarus","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14956","Belgium","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14957","Belize","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14958","Bermuda","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14959","Bhutan","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14960","Bolivia (Plurinational State of)","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14961","Bosnia and Herzegovina","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14962","Botswana","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14963","Brazil","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14964","Bulgaria","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14965","Cabo Verde","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14966","Cambodia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14967","Canada","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14968","Cayman Islands","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14969","Chile","Pulp, paper and paper products",1,"iso_iec_27001","2018"
"14970","China","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14971","Colombia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14972","Congo","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14973","Costa Rica","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14974","Croatia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14975","Cyprus","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14976","Czech Republic","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14977","C̫te d'Ivoire","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14978","Denmark","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14979","Dominican Republic","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14980","Ecuador","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14981","Egypt","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14982","Finland","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14983","France","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14984","Georgia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14985","Germany","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14986","Ghana","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14987","Gibraltar","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14988","Greece","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14989","Guatemala","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14990","Honduras","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14991","Hong Kong","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14992","Hungary","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14993","Iceland","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14994","India","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14995","Indonesia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14996","Iran (Islamic Republic of)","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14997","Ireland","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14998","Israel","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"14999","Italy","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15000","Jamaica","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15001","Japan","Pulp, paper and paper products",5,"iso_iec_27001","2018"
"15002","Jordan","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15003","Kazakhstan","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15004","Kenya","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15005","Korea (Republic of)","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15006","Kuwait","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15007","Lao People's Democratic Republic","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15008","Latvia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15009","Lebanon","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15010","Lithuania","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15011","Luxembourg","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15012","Macao","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15013","Macedonia (the former Yugoslav Republic of)","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15014","Malaysia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15015","Mali","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15016","Malta","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15017","Mauritius","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15018","Mexico","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15019","Moldova (Republic of)","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15020","Monaco","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15021","Mongolia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15022","Montenegro","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15023","Morocco","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15024","Myanmar","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15025","Nepal","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15026","Netherlands","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15027","New Zealand","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15028","Nigeria","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15029","Norway","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15030","Oman","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15031","Pakistan","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15032","Paraguay","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15033","Peru","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15034","Philippines","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15035","Poland","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15036","Portugal","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15037","Qatar","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15038","Romania","Pulp, paper and paper products",1,"iso_iec_27001","2018"
"15039","Russian Federation","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15040","San Marino","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15041","Saudi Arabia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15042","Senegal","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15043","Serbia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15044","Singapore","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15045","Slovakia","Pulp, paper and paper products",1,"iso_iec_27001","2018"
"15046","Slovenia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15047","South Africa","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15048","Spain","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15049","Sri Lanka","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15050","Sudan","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15051","Suriname","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15052","Swaziland","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15053","Sweden","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15054","Switzerland","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15055","Taiwan, Province of China","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15056","Tajikistan","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15057","Tanzania, United Republic of","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15058","Thailand","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15059","Togo","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15060","Tunisia","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15061","Turkey","Pulp, paper and paper products",1,"iso_iec_27001","2018"
"15062","Ukraine","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15063","United Arab Emirates","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15064","United Kingdom of Great Britain and Northern Ireland","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15065","United States of America","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15066","Uruguay","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15067","Vanuatu","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15068","Viet Nam","Pulp, paper and paper products",0,"iso_iec_27001","2018"
"15069","Albania","Publishing companies",0,"iso_iec_27001","2018"
"15070","Algeria","Publishing companies",0,"iso_iec_27001","2018"
"15071","Andorra","Publishing companies",0,"iso_iec_27001","2018"
"15072","Argentina","Publishing companies",0,"iso_iec_27001","2018"
"15073","Armenia","Publishing companies",0,"iso_iec_27001","2018"
"15074","Australia","Publishing companies",0,"iso_iec_27001","2018"
"15075","Austria","Publishing companies",0,"iso_iec_27001","2018"
"15076","Azerbaijan","Publishing companies",0,"iso_iec_27001","2018"
"15077","Bahrain","Publishing companies",0,"iso_iec_27001","2018"
"15078","Bangladesh","Publishing companies",0,"iso_iec_27001","2018"
"15079","Belarus","Publishing companies",0,"iso_iec_27001","2018"
"15080","Belgium","Publishing companies",0,"iso_iec_27001","2018"
"15081","Belize","Publishing companies",0,"iso_iec_27001","2018"
"15082","Bermuda","Publishing companies",0,"iso_iec_27001","2018"
"15083","Bhutan","Publishing companies",0,"iso_iec_27001","2018"
"15084","Bolivia (Plurinational State of)","Publishing companies",0,"iso_iec_27001","2018"
"15085","Bosnia and Herzegovina","Publishing companies",0,"iso_iec_27001","2018"
"15086","Botswana","Publishing companies",0,"iso_iec_27001","2018"
"15087","Brazil","Publishing companies",0,"iso_iec_27001","2018"
"15088","Bulgaria","Publishing companies",0,"iso_iec_27001","2018"
"15089","Cabo Verde","Publishing companies",0,"iso_iec_27001","2018"
"15090","Cambodia","Publishing companies",0,"iso_iec_27001","2018"
"15091","Canada","Publishing companies",0,"iso_iec_27001","2018"
"15092","Cayman Islands","Publishing companies",0,"iso_iec_27001","2018"
"15093","Chile","Publishing companies",1,"iso_iec_27001","2018"
"15094","China","Publishing companies",0,"iso_iec_27001","2018"
"15095","Colombia","Publishing companies",0,"iso_iec_27001","2018"
"15096","Congo","Publishing companies",0,"iso_iec_27001","2018"
"15097","Costa Rica","Publishing companies",0,"iso_iec_27001","2018"
"15098","Croatia","Publishing companies",1,"iso_iec_27001","2018"
"15099","Cyprus","Publishing companies",0,"iso_iec_27001","2018"
"15100","Czech Republic","Publishing companies",0,"iso_iec_27001","2018"
"15101","C̫te d'Ivoire","Publishing companies",0,"iso_iec_27001","2018"
"15102","Denmark","Publishing companies",0,"iso_iec_27001","2018"
"15103","Dominican Republic","Publishing companies",0,"iso_iec_27001","2018"
"15104","Ecuador","Publishing companies",0,"iso_iec_27001","2018"
"15105","Egypt","Publishing companies",0,"iso_iec_27001","2018"
"15106","Finland","Publishing companies",0,"iso_iec_27001","2018"
"15107","France","Publishing companies",0,"iso_iec_27001","2018"
"15108","Georgia","Publishing companies",0,"iso_iec_27001","2018"
"15109","Germany","Publishing companies",0,"iso_iec_27001","2018"
"15110","Ghana","Publishing companies",0,"iso_iec_27001","2018"
"15111","Gibraltar","Publishing companies",0,"iso_iec_27001","2018"
"15112","Greece","Publishing companies",0,"iso_iec_27001","2018"
"15113","Guatemala","Publishing companies",0,"iso_iec_27001","2018"
"15114","Honduras","Publishing companies",0,"iso_iec_27001","2018"
"15115","Hong Kong","Publishing companies",2,"iso_iec_27001","2018"
"15116","Hungary","Publishing companies",0,"iso_iec_27001","2018"
"15117","Iceland","Publishing companies",0,"iso_iec_27001","2018"
"15118","India","Publishing companies",1,"iso_iec_27001","2018"
"15119","Indonesia","Publishing companies",0,"iso_iec_27001","2018"
"15120","Iran (Islamic Republic of)","Publishing companies",0,"iso_iec_27001","2018"
"15121","Ireland","Publishing companies",0,"iso_iec_27001","2018"
"15122","Israel","Publishing companies",0,"iso_iec_27001","2018"
"15123","Italy","Publishing companies",0,"iso_iec_27001","2018"
"15124","Jamaica","Publishing companies",0,"iso_iec_27001","2018"
"15125","Japan","Publishing companies",10,"iso_iec_27001","2018"
"15126","Jordan","Publishing companies",0,"iso_iec_27001","2018"
"15127","Kazakhstan","Publishing companies",0,"iso_iec_27001","2018"
"15128","Kenya","Publishing companies",0,"iso_iec_27001","2018"
"15129","Korea (Republic of)","Publishing companies",0,"iso_iec_27001","2018"
"15130","Kuwait","Publishing companies",0,"iso_iec_27001","2018"
"15131","Lao People's Democratic Republic","Publishing companies",0,"iso_iec_27001","2018"
"15132","Latvia","Publishing companies",0,"iso_iec_27001","2018"
"15133","Lebanon","Publishing companies",0,"iso_iec_27001","2018"
"15134","Lithuania","Publishing companies",0,"iso_iec_27001","2018"
"15135","Luxembourg","Publishing companies",0,"iso_iec_27001","2018"
"15136","Macao","Publishing companies",0,"iso_iec_27001","2018"
"15137","Macedonia (the former Yugoslav Republic of)","Publishing companies",0,"iso_iec_27001","2018"
"15138","Malaysia","Publishing companies",0,"iso_iec_27001","2018"
"15139","Mali","Publishing companies",0,"iso_iec_27001","2018"
"15140","Malta","Publishing companies",0,"iso_iec_27001","2018"
"15141","Mauritius","Publishing companies",0,"iso_iec_27001","2018"
"15142","Mexico","Publishing companies",0,"iso_iec_27001","2018"
"15143","Moldova (Republic of)","Publishing companies",0,"iso_iec_27001","2018"
"15144","Monaco","Publishing companies",0,"iso_iec_27001","2018"
"15145","Mongolia","Publishing companies",0,"iso_iec_27001","2018"
"15146","Montenegro","Publishing companies",0,"iso_iec_27001","2018"
"15147","Morocco","Publishing companies",0,"iso_iec_27001","2018"
"15148","Myanmar","Publishing companies",0,"iso_iec_27001","2018"
"15149","Nepal","Publishing companies",0,"iso_iec_27001","2018"
"15150","Netherlands","Publishing companies",0,"iso_iec_27001","2018"
"15151","New Zealand","Publishing companies",0,"iso_iec_27001","2018"
"15152","Nigeria","Publishing companies",0,"iso_iec_27001","2018"
"15153","Norway","Publishing companies",0,"iso_iec_27001","2018"
"15154","Oman","Publishing companies",0,"iso_iec_27001","2018"
"15155","Pakistan","Publishing companies",0,"iso_iec_27001","2018"
"15156","Paraguay","Publishing companies",0,"iso_iec_27001","2018"
"15157","Peru","Publishing companies",0,"iso_iec_27001","2018"
"15158","Philippines","Publishing companies",0,"iso_iec_27001","2018"
"15159","Poland","Publishing companies",0,"iso_iec_27001","2018"
"15160","Portugal","Publishing companies",0,"iso_iec_27001","2018"
"15161","Qatar","Publishing companies",0,"iso_iec_27001","2018"
"15162","Romania","Publishing companies",0,"iso_iec_27001","2018"
"15163","Russian Federation","Publishing companies",0,"iso_iec_27001","2018"
"15164","San Marino","Publishing companies",0,"iso_iec_27001","2018"
"15165","Saudi Arabia","Publishing companies",0,"iso_iec_27001","2018"
"15166","Senegal","Publishing companies",0,"iso_iec_27001","2018"
"15167","Serbia","Publishing companies",0,"iso_iec_27001","2018"
"15168","Singapore","Publishing companies",0,"iso_iec_27001","2018"
"15169","Slovakia","Publishing companies",0,"iso_iec_27001","2018"
"15170","Slovenia","Publishing companies",0,"iso_iec_27001","2018"
"15171","South Africa","Publishing companies",0,"iso_iec_27001","2018"
"15172","Spain","Publishing companies",0,"iso_iec_27001","2018"
"15173","Sri Lanka","Publishing companies",0,"iso_iec_27001","2018"
"15174","Sudan","Publishing companies",0,"iso_iec_27001","2018"
"15175","Suriname","Publishing companies",0,"iso_iec_27001","2018"
"15176","Swaziland","Publishing companies",0,"iso_iec_27001","2018"
"15177","Sweden","Publishing companies",1,"iso_iec_27001","2018"
"15178","Switzerland","Publishing companies",0,"iso_iec_27001","2018"
"15179","Taiwan, Province of China","Publishing companies",0,"iso_iec_27001","2018"
"15180","Tajikistan","Publishing companies",0,"iso_iec_27001","2018"
"15181","Tanzania, United Republic of","Publishing companies",0,"iso_iec_27001","2018"
"15182","Thailand","Publishing companies",0,"iso_iec_27001","2018"
"15183","Togo","Publishing companies",0,"iso_iec_27001","2018"
"15184","Tunisia","Publishing companies",0,"iso_iec_27001","2018"
"15185","Turkey","Publishing companies",0,"iso_iec_27001","2018"
"15186","Ukraine","Publishing companies",0,"iso_iec_27001","2018"
"15187","United Arab Emirates","Publishing companies",0,"iso_iec_27001","2018"
"15188","United Kingdom of Great Britain and Northern Ireland","Publishing companies",6,"iso_iec_27001","2018"
"15189","United States of America","Publishing companies",0,"iso_iec_27001","2018"
"15190","Uruguay","Publishing companies",0,"iso_iec_27001","2018"
"15191","Vanuatu","Publishing companies",0,"iso_iec_27001","2018"
"15192","Viet Nam","Publishing companies",0,"iso_iec_27001","2018"
"15193","Albania","Printing companies",0,"iso_iec_27001","2018"
"15194","Algeria","Printing companies",0,"iso_iec_27001","2018"
"15195","Andorra","Printing companies",0,"iso_iec_27001","2018"
"15196","Argentina","Printing companies",0,"iso_iec_27001","2018"
"15197","Armenia","Printing companies",0,"iso_iec_27001","2018"
"15198","Australia","Printing companies",0,"iso_iec_27001","2018"
"15199","Austria","Printing companies",1,"iso_iec_27001","2018"
"15200","Azerbaijan","Printing companies",0,"iso_iec_27001","2018"
"15201","Bahrain","Printing companies",0,"iso_iec_27001","2018"
"15202","Bangladesh","Printing companies",0,"iso_iec_27001","2018"
"15203","Belarus","Printing companies",0,"iso_iec_27001","2018"
"15204","Belgium","Printing companies",1,"iso_iec_27001","2018"
"15205","Belize","Printing companies",0,"iso_iec_27001","2018"
"15206","Bermuda","Printing companies",0,"iso_iec_27001","2018"
"15207","Bhutan","Printing companies",0,"iso_iec_27001","2018"
"15208","Bolivia (Plurinational State of)","Printing companies",0,"iso_iec_27001","2018"
"15209","Bosnia and Herzegovina","Printing companies",0,"iso_iec_27001","2018"
"15210","Botswana","Printing companies",0,"iso_iec_27001","2018"
"15211","Brazil","Printing companies",3,"iso_iec_27001","2018"
"15212","Bulgaria","Printing companies",2,"iso_iec_27001","2018"
"15213","Cabo Verde","Printing companies",0,"iso_iec_27001","2018"
"15214","Cambodia","Printing companies",0,"iso_iec_27001","2018"
"15215","Canada","Printing companies",0,"iso_iec_27001","2018"
"15216","Cayman Islands","Printing companies",0,"iso_iec_27001","2018"
"15217","Chile","Printing companies",1,"iso_iec_27001","2018"
"15218","China","Printing companies",0,"iso_iec_27001","2018"
"15219","Colombia","Printing companies",1,"iso_iec_27001","2018"
"15220","Congo","Printing companies",0,"iso_iec_27001","2018"
"15221","Costa Rica","Printing companies",0,"iso_iec_27001","2018"
"15222","Croatia","Printing companies",1,"iso_iec_27001","2018"
"15223","Cyprus","Printing companies",0,"iso_iec_27001","2018"
"15224","Czech Republic","Printing companies",2,"iso_iec_27001","2018"
"15225","C̫te d'Ivoire","Printing companies",0,"iso_iec_27001","2018"
"15226","Denmark","Printing companies",0,"iso_iec_27001","2018"
"15227","Dominican Republic","Printing companies",0,"iso_iec_27001","2018"
"15228","Ecuador","Printing companies",0,"iso_iec_27001","2018"
"15229","Egypt","Printing companies",0,"iso_iec_27001","2018"
"15230","Finland","Printing companies",0,"iso_iec_27001","2018"
"15231","France","Printing companies",0,"iso_iec_27001","2018"
"15232","Georgia","Printing companies",0,"iso_iec_27001","2018"
"15233","Germany","Printing companies",2,"iso_iec_27001","2018"
"15234","Ghana","Printing companies",0,"iso_iec_27001","2018"
"15235","Gibraltar","Printing companies",0,"iso_iec_27001","2018"
"15236","Greece","Printing companies",0,"iso_iec_27001","2018"
"15237","Guatemala","Printing companies",0,"iso_iec_27001","2018"
"15238","Honduras","Printing companies",0,"iso_iec_27001","2018"
"15239","Hong Kong","Printing companies",4,"iso_iec_27001","2018"
"15240","Hungary","Printing companies",1,"iso_iec_27001","2018"
"15241","Iceland","Printing companies",0,"iso_iec_27001","2018"
"15242","India","Printing companies",3,"iso_iec_27001","2018"
"15243","Indonesia","Printing companies",0,"iso_iec_27001","2018"
"15244","Iran (Islamic Republic of)","Printing companies",0,"iso_iec_27001","2018"
"15245","Ireland","Printing companies",8,"iso_iec_27001","2018"
"15246","Israel","Printing companies",0,"iso_iec_27001","2018"
"15247","Italy","Printing companies",1,"iso_iec_27001","2018"
"15248","Jamaica","Printing companies",0,"iso_iec_27001","2018"
"15249","Japan","Printing companies",48,"iso_iec_27001","2018"
"15250","Jordan","Printing companies",0,"iso_iec_27001","2018"
"15251","Kazakhstan","Printing companies",0,"iso_iec_27001","2018"
"15252","Kenya","Printing companies",1,"iso_iec_27001","2018"
"15253","Korea (Republic of)","Printing companies",2,"iso_iec_27001","2018"
"15254","Kuwait","Printing companies",0,"iso_iec_27001","2018"
"15255","Lao People's Democratic Republic","Printing companies",0,"iso_iec_27001","2018"
"15256","Latvia","Printing companies",0,"iso_iec_27001","2018"
"15257","Lebanon","Printing companies",0,"iso_iec_27001","2018"
"15258","Lithuania","Printing companies",0,"iso_iec_27001","2018"
"15259","Luxembourg","Printing companies",0,"iso_iec_27001","2018"
"15260","Macao","Printing companies",0,"iso_iec_27001","2018"
"15261","Macedonia (the former Yugoslav Republic of)","Printing companies",0,"iso_iec_27001","2018"
"15262","Malaysia","Printing companies",0,"iso_iec_27001","2018"
"15263","Mali","Printing companies",0,"iso_iec_27001","2018"
"15264","Malta","Printing companies",0,"iso_iec_27001","2018"
"15265","Mauritius","Printing companies",0,"iso_iec_27001","2018"
"15266","Mexico","Printing companies",0,"iso_iec_27001","2018"
"15267","Moldova (Republic of)","Printing companies",0,"iso_iec_27001","2018"
"15268","Monaco","Printing companies",0,"iso_iec_27001","2018"
"15269","Mongolia","Printing companies",0,"iso_iec_27001","2018"
"15270","Montenegro","Printing companies",7,"iso_iec_27001","2018"
"15271","Morocco","Printing companies",0,"iso_iec_27001","2018"
"15272","Myanmar","Printing companies",0,"iso_iec_27001","2018"
"15273","Nepal","Printing companies",0,"iso_iec_27001","2018"
"15274","Netherlands","Printing companies",0,"iso_iec_27001","2018"
"15275","New Zealand","Printing companies",0,"iso_iec_27001","2018"
"15276","Nigeria","Printing companies",0,"iso_iec_27001","2018"
"15277","Norway","Printing companies",0,"iso_iec_27001","2018"
"15278","Oman","Printing companies",0,"iso_iec_27001","2018"
"15279","Pakistan","Printing companies",0,"iso_iec_27001","2018"
"15280","Paraguay","Printing companies",0,"iso_iec_27001","2018"
"15281","Peru","Printing companies",0,"iso_iec_27001","2018"
"15282","Philippines","Printing companies",1,"iso_iec_27001","2018"
"15283","Poland","Printing companies",4,"iso_iec_27001","2018"
"15284","Portugal","Printing companies",1,"iso_iec_27001","2018"
"15285","Qatar","Printing companies",0,"iso_iec_27001","2018"
"15286","Romania","Printing companies",1,"iso_iec_27001","2018"
"15287","Russian Federation","Printing companies",0,"iso_iec_27001","2018"
"15288","San Marino","Printing companies",0,"iso_iec_27001","2018"
"15289","Saudi Arabia","Printing companies",0,"iso_iec_27001","2018"
"15290","Senegal","Printing companies",0,"iso_iec_27001","2018"
"15291","Serbia","Printing companies",1,"iso_iec_27001","2018"
"15292","Singapore","Printing companies",1,"iso_iec_27001","2018"
"15293","Slovakia","Printing companies",6,"iso_iec_27001","2018"
"15294","Slovenia","Printing companies",0,"iso_iec_27001","2018"
"15295","South Africa","Printing companies",0,"iso_iec_27001","2018"
"15296","Spain","Printing companies",2,"iso_iec_27001","2018"
"15297","Sri Lanka","Printing companies",0,"iso_iec_27001","2018"
"15298","Sudan","Printing companies",0,"iso_iec_27001","2018"
"15299","Suriname","Printing companies",0,"iso_iec_27001","2018"
"15300","Swaziland","Printing companies",0,"iso_iec_27001","2018"
"15301","Sweden","Printing companies",0,"iso_iec_27001","2018"
"15302","Switzerland","Printing companies",2,"iso_iec_27001","2018"
"15303","Taiwan, Province of China","Printing companies",2,"iso_iec_27001","2018"
"15304","Tajikistan","Printing companies",0,"iso_iec_27001","2018"
"15305","Tanzania, United Republic of","Printing companies",0,"iso_iec_27001","2018"
"15306","Thailand","Printing companies",2,"iso_iec_27001","2018"
"15307","Togo","Printing companies",0,"iso_iec_27001","2018"
"15308","Tunisia","Printing companies",0,"iso_iec_27001","2018"
"15309","Turkey","Printing companies",1,"iso_iec_27001","2018"
"15310","Ukraine","Printing companies",0,"iso_iec_27001","2018"
"15311","United Arab Emirates","Printing companies",1,"iso_iec_27001","2018"
"15312","United Kingdom of Great Britain and Northern Ireland","Printing companies",14,"iso_iec_27001","2018"
"15313","United States of America","Printing companies",2,"iso_iec_27001","2018"
"15314","Uruguay","Printing companies",0,"iso_iec_27001","2018"
"15315","Vanuatu","Printing companies",0,"iso_iec_27001","2018"
"15316","Viet Nam","Printing companies",0,"iso_iec_27001","2018"
"15317","Albania","Manufacture of coke & refined petroleum products",0,"iso_iec_27001","2018"
"15318","Algeria","Manufacture of coke & refined petroleum products",0,"iso_iec_27001","2018"
"15319","Andorra","Manufacture of coke & refined petroleum products",0,"iso_iec_27001","2018"
