"","country","industry","certificates","iso","year"
"1","Afghanistan","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"2","Albania","Agriculture, Fishing and Forestry",2,"iso_9001","2018"
"3","Algeria","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"4","Andorra","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"5","Angola","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"6","Argentina","Agriculture, Fishing and Forestry",41,"iso_9001","2018"
"7","Armenia","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"8","Australia","Agriculture, Fishing and Forestry",9,"iso_9001","2018"
"9","Austria","Agriculture, Fishing and Forestry",2,"iso_9001","2018"
"10","Azerbaijan","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"11","Bahamas","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"12","Bahrain","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"13","Bangladesh","Agriculture, Fishing and Forestry",5,"iso_9001","2018"
"14","Barbados","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"15","Belarus","Agriculture, Fishing and Forestry",8,"iso_9001","2018"
"16","Belgium","Agriculture, Fishing and Forestry",6,"iso_9001","2018"
"17","Benin","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"18","Bermuda","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"19","Bhutan","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"20","Bolivia (Plurinational State of)","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"21","Bosnia and Herzegovina","Agriculture, Fishing and Forestry",5,"iso_9001","2018"
"22","Botswana","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"23","Brazil","Agriculture, Fishing and Forestry",29,"iso_9001","2018"
"24","Brunei Darussalam","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"25","Bulgaria","Agriculture, Fishing and Forestry",236,"iso_9001","2018"
"26","Burkina Faso","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"27","Burundi","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"28","Cabo Verde","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"29","Cambodia","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"30","Cameroon","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"31","Canada","Agriculture, Fishing and Forestry",5,"iso_9001","2018"
"32","Central African Republic","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"33","Chad","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"34","Chile","Agriculture, Fishing and Forestry",21,"iso_9001","2018"
"35","China","Agriculture, Fishing and Forestry",1484,"iso_9001","2018"
"36","Colombia","Agriculture, Fishing and Forestry",47,"iso_9001","2018"
"37","Comoros","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"38","Congo","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"39","Congo (Democratic Republic of the)","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"40","Costa Rica","Agriculture, Fishing and Forestry",5,"iso_9001","2018"
"41","Croatia","Agriculture, Fishing and Forestry",22,"iso_9001","2018"
"42","Cuba","Agriculture, Fishing and Forestry",3,"iso_9001","2018"
"43","Cyprus","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"44","Czech Republic","Agriculture, Fishing and Forestry",42,"iso_9001","2018"
"45","C̫te d'Ivoire","Agriculture, Fishing and Forestry",11,"iso_9001","2018"
"46","Denmark","Agriculture, Fishing and Forestry",4,"iso_9001","2018"
"47","Djibouti","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"48","Dominica","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"49","Dominican Republic","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"50","Ecuador","Agriculture, Fishing and Forestry",13,"iso_9001","2018"
"51","Egypt","Agriculture, Fishing and Forestry",9,"iso_9001","2018"
"52","El Salvador","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"53","Estonia","Agriculture, Fishing and Forestry",3,"iso_9001","2018"
"54","Ethiopia","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"55","Fiji","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"56","Finland","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"57","France","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"58","Gabon","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"59","Gambia","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"60","Georgia","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"61","Germany","Agriculture, Fishing and Forestry",33,"iso_9001","2018"
"62","Ghana","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"63","Gibraltar","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"64","Greece","Agriculture, Fishing and Forestry",33,"iso_9001","2018"
"65","Grenada","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"66","Guatemala","Agriculture, Fishing and Forestry",4,"iso_9001","2018"
"67","Guinea","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"68","Guinea-Bissau","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"69","Guyana","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"70","Haiti","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"71","Honduras","Agriculture, Fishing and Forestry",4,"iso_9001","2018"
"72","Hong Kong","Agriculture, Fishing and Forestry",8,"iso_9001","2018"
"73","Hungary","Agriculture, Fishing and Forestry",35,"iso_9001","2018"
"74","Iceland","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"75","India","Agriculture, Fishing and Forestry",27,"iso_9001","2018"
"76","Indonesia","Agriculture, Fishing and Forestry",24,"iso_9001","2018"
"77","Iran (Islamic Republic of)","Agriculture, Fishing and Forestry",3,"iso_9001","2018"
"78","Iraq","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"79","Ireland","Agriculture, Fishing and Forestry",2,"iso_9001","2018"
"80","Israel","Agriculture, Fishing and Forestry",20,"iso_9001","2018"
"81","Italy","Agriculture, Fishing and Forestry",139,"iso_9001","2018"
"82","Jamaica","Agriculture, Fishing and Forestry",5,"iso_9001","2018"
"83","Japan","Agriculture, Fishing and Forestry",38,"iso_9001","2018"
"84","Jordan","Agriculture, Fishing and Forestry",2,"iso_9001","2018"
"85","Kazakhstan","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"86","Kenya","Agriculture, Fishing and Forestry",22,"iso_9001","2018"
"87","Korea (Democratic People's Republic of)","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"88","Korea (Republic of)","Agriculture, Fishing and Forestry",12,"iso_9001","2018"
"89","Kuwait","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"90","Kyrgyzstan","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"91","Lao People's Democratic Republic","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"92","Latvia","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"93","Lebanon","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"94","Liberia","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"95","Libya","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"96","Liechtenstein","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"97","Lithuania","Agriculture, Fishing and Forestry",2,"iso_9001","2018"
"98","Luxembourg","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"99","Macao","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"100","Macedonia (the former Yugoslav Republic of)","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"101","Madagascar","Agriculture, Fishing and Forestry",2,"iso_9001","2018"
"102","Malawi","Agriculture, Fishing and Forestry",2,"iso_9001","2018"
"103","Malaysia","Agriculture, Fishing and Forestry",19,"iso_9001","2018"
"104","Maldives","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"105","Mali","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"106","Malta","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"107","Marshall Islands","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"108","Mauritania","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"109","Mauritius","Agriculture, Fishing and Forestry",3,"iso_9001","2018"
"110","Mexico","Agriculture, Fishing and Forestry",9,"iso_9001","2018"
"111","Micronesia (Federated States of)","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"112","Moldova (Republic of)","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"113","Monaco","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"114","Mongolia","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"115","Montenegro","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"116","Morocco","Agriculture, Fishing and Forestry",3,"iso_9001","2018"
"117","Mozambique","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"118","Myanmar","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"119","Namibia","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"120","Nepal","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"121","Netherlands","Agriculture, Fishing and Forestry",87,"iso_9001","2018"
"122","Netherlands Antilles (NL)","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"123","New Zealand","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"124","Nicaragua","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"125","Niger","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"126","Nigeria","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"127","Norway","Agriculture, Fishing and Forestry",2,"iso_9001","2018"
"128","Oman","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"129","Pakistan","Agriculture, Fishing and Forestry",5,"iso_9001","2018"
"130","Panama","Agriculture, Fishing and Forestry",4,"iso_9001","2018"
"131","Papua New Guinea","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"132","Paraguay","Agriculture, Fishing and Forestry",11,"iso_9001","2018"
"133","Peru","Agriculture, Fishing and Forestry",8,"iso_9001","2018"
"134","Philippines","Agriculture, Fishing and Forestry",12,"iso_9001","2018"
"135","Poland","Agriculture, Fishing and Forestry",8,"iso_9001","2018"
"136","Portugal","Agriculture, Fishing and Forestry",39,"iso_9001","2018"
"137","Puerto Rico","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"138","Qatar","Agriculture, Fishing and Forestry",6,"iso_9001","2018"
"139","Romania","Agriculture, Fishing and Forestry",20,"iso_9001","2018"
"140","Russian Federation","Agriculture, Fishing and Forestry",2,"iso_9001","2018"
"141","Rwanda","Agriculture, Fishing and Forestry",2,"iso_9001","2018"
"142","Saint Kitts and Nevis","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"143","Saint Lucia","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"144","San Marino","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"145","Saudi Arabia","Agriculture, Fishing and Forestry",5,"iso_9001","2018"
"146","Senegal","Agriculture, Fishing and Forestry",12,"iso_9001","2018"
"147","Serbia","Agriculture, Fishing and Forestry",19,"iso_9001","2018"
"148","Seychelles","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"149","Sierra Leone","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"150","Singapore","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"151","Slovakia","Agriculture, Fishing and Forestry",28,"iso_9001","2018"
"152","Slovenia","Agriculture, Fishing and Forestry",3,"iso_9001","2018"
"153","Somalia","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"154","South Africa","Agriculture, Fishing and Forestry",5,"iso_9001","2018"
"155","Spain","Agriculture, Fishing and Forestry",204,"iso_9001","2018"
"156","Sri Lanka","Agriculture, Fishing and Forestry",7,"iso_9001","2018"
"157","Sudan","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"158","Suriname","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"159","Swaziland","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"160","Sweden","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"161","Switzerland","Agriculture, Fishing and Forestry",74,"iso_9001","2018"
"162","Syrian Arab Republic","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"163","Taiwan, Province of China","Agriculture, Fishing and Forestry",11,"iso_9001","2018"
"164","Tajikistan","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"165","Tanzania, United Republic of","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"166","Thailand","Agriculture, Fishing and Forestry",39,"iso_9001","2018"
"167","Togo","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"168","Trinidad and Tobago","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"169","Tunisia","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"170","Turkey","Agriculture, Fishing and Forestry",15,"iso_9001","2018"
"171","Turkmenistan","Agriculture, Fishing and Forestry",2,"iso_9001","2018"
"172","Uganda","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"173","Ukraine","Agriculture, Fishing and Forestry",9,"iso_9001","2018"
"174","United Arab Emirates","Agriculture, Fishing and Forestry",5,"iso_9001","2018"
"175","United Kingdom of Great Britain and Northern Ireland","Agriculture, Fishing and Forestry",23,"iso_9001","2018"
"176","United States of America","Agriculture, Fishing and Forestry",13,"iso_9001","2018"
"177","Uruguay","Agriculture, Fishing and Forestry",11,"iso_9001","2018"
"178","Uzbekistan","Agriculture, Fishing and Forestry",4,"iso_9001","2018"
"179","Vanuatu","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"180","Venezuela (Bolivarian Republic of)","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"181","Viet Nam","Agriculture, Fishing and Forestry",8,"iso_9001","2018"
"182","Yemen","Agriculture, Fishing and Forestry",0,"iso_9001","2018"
"183","Zambia","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"184","Zimbabwe","Agriculture, Fishing and Forestry",1,"iso_9001","2018"
"185","Afghanistan","Mining and quarrying",0,"iso_9001","2018"
"186","Albania","Mining and quarrying",0,"iso_9001","2018"
"187","Algeria","Mining and quarrying",3,"iso_9001","2018"
"188","Andorra","Mining and quarrying",0,"iso_9001","2018"
"189","Angola","Mining and quarrying",0,"iso_9001","2018"
"190","Argentina","Mining and quarrying",62,"iso_9001","2018"
"191","Armenia","Mining and quarrying",0,"iso_9001","2018"
"192","Australia","Mining and quarrying",47,"iso_9001","2018"
"193","Austria","Mining and quarrying",4,"iso_9001","2018"
"194","Azerbaijan","Mining and quarrying",1,"iso_9001","2018"
"195","Bahamas","Mining and quarrying",0,"iso_9001","2018"
"196","Bahrain","Mining and quarrying",0,"iso_9001","2018"
"197","Bangladesh","Mining and quarrying",0,"iso_9001","2018"
"198","Barbados","Mining and quarrying",0,"iso_9001","2018"
"199","Belarus","Mining and quarrying",14,"iso_9001","2018"
"200","Belgium","Mining and quarrying",5,"iso_9001","2018"
"201","Benin","Mining and quarrying",0,"iso_9001","2018"
"202","Bermuda","Mining and quarrying",0,"iso_9001","2018"
"203","Bhutan","Mining and quarrying",1,"iso_9001","2018"
"204","Bolivia (Plurinational State of)","Mining and quarrying",2,"iso_9001","2018"
"205","Bosnia and Herzegovina","Mining and quarrying",6,"iso_9001","2018"
"206","Botswana","Mining and quarrying",0,"iso_9001","2018"
"207","Brazil","Mining and quarrying",60,"iso_9001","2018"
"208","Brunei Darussalam","Mining and quarrying",0,"iso_9001","2018"
"209","Bulgaria","Mining and quarrying",18,"iso_9001","2018"
"210","Burkina Faso","Mining and quarrying",0,"iso_9001","2018"
"211","Burundi","Mining and quarrying",0,"iso_9001","2018"
"212","Cabo Verde","Mining and quarrying",0,"iso_9001","2018"
"213","Cambodia","Mining and quarrying",0,"iso_9001","2018"
"214","Cameroon","Mining and quarrying",0,"iso_9001","2018"
"215","Canada","Mining and quarrying",14,"iso_9001","2018"
"216","Central African Republic","Mining and quarrying",0,"iso_9001","2018"
"217","Chad","Mining and quarrying",0,"iso_9001","2018"
"218","Chile","Mining and quarrying",40,"iso_9001","2018"
"219","China","Mining and quarrying",1737,"iso_9001","2018"
"220","Colombia","Mining and quarrying",124,"iso_9001","2018"
"221","Comoros","Mining and quarrying",0,"iso_9001","2018"
"222","Congo","Mining and quarrying",0,"iso_9001","2018"
"223","Congo (Democratic Republic of the)","Mining and quarrying",1,"iso_9001","2018"
"224","Costa Rica","Mining and quarrying",0,"iso_9001","2018"
"225","Croatia","Mining and quarrying",17,"iso_9001","2018"
"226","Cuba","Mining and quarrying",0,"iso_9001","2018"
"227","Cyprus","Mining and quarrying",5,"iso_9001","2018"
"228","Czech Republic","Mining and quarrying",27,"iso_9001","2018"
"229","C̫te d'Ivoire","Mining and quarrying",0,"iso_9001","2018"
"230","Denmark","Mining and quarrying",5,"iso_9001","2018"
"231","Djibouti","Mining and quarrying",0,"iso_9001","2018"
"232","Dominica","Mining and quarrying",0,"iso_9001","2018"
"233","Dominican Republic","Mining and quarrying",0,"iso_9001","2018"
"234","Ecuador","Mining and quarrying",14,"iso_9001","2018"
"235","Egypt","Mining and quarrying",15,"iso_9001","2018"
"236","El Salvador","Mining and quarrying",0,"iso_9001","2018"
"237","Estonia","Mining and quarrying",1,"iso_9001","2018"
"238","Ethiopia","Mining and quarrying",0,"iso_9001","2018"
"239","Fiji","Mining and quarrying",0,"iso_9001","2018"
"240","Finland","Mining and quarrying",4,"iso_9001","2018"
"241","France","Mining and quarrying",0,"iso_9001","2018"
"242","Gabon","Mining and quarrying",1,"iso_9001","2018"
"243","Gambia","Mining and quarrying",0,"iso_9001","2018"
"244","Georgia","Mining and quarrying",0,"iso_9001","2018"
"245","Germany","Mining and quarrying",54,"iso_9001","2018"
"246","Ghana","Mining and quarrying",0,"iso_9001","2018"
"247","Gibraltar","Mining and quarrying",0,"iso_9001","2018"
"248","Greece","Mining and quarrying",32,"iso_9001","2018"
"249","Grenada","Mining and quarrying",0,"iso_9001","2018"
"250","Guatemala","Mining and quarrying",1,"iso_9001","2018"
"251","Guinea","Mining and quarrying",0,"iso_9001","2018"
"252","Guinea-Bissau","Mining and quarrying",0,"iso_9001","2018"
"253","Guyana","Mining and quarrying",0,"iso_9001","2018"
"254","Haiti","Mining and quarrying",0,"iso_9001","2018"
"255","Honduras","Mining and quarrying",0,"iso_9001","2018"
"256","Hong Kong","Mining and quarrying",0,"iso_9001","2018"
"257","Hungary","Mining and quarrying",24,"iso_9001","2018"
"258","Iceland","Mining and quarrying",0,"iso_9001","2018"
"259","India","Mining and quarrying",34,"iso_9001","2018"
"260","Indonesia","Mining and quarrying",30,"iso_9001","2018"
"261","Iran (Islamic Republic of)","Mining and quarrying",17,"iso_9001","2018"
"262","Iraq","Mining and quarrying",0,"iso_9001","2018"
"263","Ireland","Mining and quarrying",15,"iso_9001","2018"
"264","Israel","Mining and quarrying",0,"iso_9001","2018"
"265","Italy","Mining and quarrying",192,"iso_9001","2018"
"266","Jamaica","Mining and quarrying",0,"iso_9001","2018"
"267","Japan","Mining and quarrying",13,"iso_9001","2018"
"268","Jordan","Mining and quarrying",2,"iso_9001","2018"
"269","Kazakhstan","Mining and quarrying",18,"iso_9001","2018"
"270","Kenya","Mining and quarrying",0,"iso_9001","2018"
"271","Korea (Democratic People's Republic of)","Mining and quarrying",0,"iso_9001","2018"
"272","Korea (Republic of)","Mining and quarrying",1,"iso_9001","2018"
"273","Kuwait","Mining and quarrying",2,"iso_9001","2018"
"274","Kyrgyzstan","Mining and quarrying",0,"iso_9001","2018"
"275","Lao People's Democratic Republic","Mining and quarrying",1,"iso_9001","2018"
"276","Latvia","Mining and quarrying",1,"iso_9001","2018"
"277","Lebanon","Mining and quarrying",1,"iso_9001","2018"
"278","Liberia","Mining and quarrying",0,"iso_9001","2018"
"279","Libya","Mining and quarrying",1,"iso_9001","2018"
"280","Liechtenstein","Mining and quarrying",2,"iso_9001","2018"
"281","Lithuania","Mining and quarrying",4,"iso_9001","2018"
"282","Luxembourg","Mining and quarrying",2,"iso_9001","2018"
"283","Macao","Mining and quarrying",0,"iso_9001","2018"
"284","Macedonia (the former Yugoslav Republic of)","Mining and quarrying",6,"iso_9001","2018"
"285","Madagascar","Mining and quarrying",0,"iso_9001","2018"
"286","Malawi","Mining and quarrying",0,"iso_9001","2018"
"287","Malaysia","Mining and quarrying",14,"iso_9001","2018"
"288","Maldives","Mining and quarrying",0,"iso_9001","2018"
"289","Mali","Mining and quarrying",0,"iso_9001","2018"
"290","Malta","Mining and quarrying",0,"iso_9001","2018"
"291","Marshall Islands","Mining and quarrying",0,"iso_9001","2018"
"292","Mauritania","Mining and quarrying",0,"iso_9001","2018"
"293","Mauritius","Mining and quarrying",0,"iso_9001","2018"
"294","Mexico","Mining and quarrying",30,"iso_9001","2018"
"295","Micronesia (Federated States of)","Mining and quarrying",0,"iso_9001","2018"
"296","Moldova (Republic of)","Mining and quarrying",0,"iso_9001","2018"
"297","Monaco","Mining and quarrying",0,"iso_9001","2018"
"298","Mongolia","Mining and quarrying",1,"iso_9001","2018"
"299","Montenegro","Mining and quarrying",3,"iso_9001","2018"
"300","Morocco","Mining and quarrying",7,"iso_9001","2018"
"301","Mozambique","Mining and quarrying",1,"iso_9001","2018"
"302","Myanmar","Mining and quarrying",1,"iso_9001","2018"
"303","Namibia","Mining and quarrying",0,"iso_9001","2018"
"304","Nepal","Mining and quarrying",0,"iso_9001","2018"
"305","Netherlands","Mining and quarrying",13,"iso_9001","2018"
"306","Netherlands Antilles (NL)","Mining and quarrying",0,"iso_9001","2018"
"307","New Zealand","Mining and quarrying",2,"iso_9001","2018"
"308","Nicaragua","Mining and quarrying",0,"iso_9001","2018"
"309","Niger","Mining and quarrying",0,"iso_9001","2018"
"310","Nigeria","Mining and quarrying",2,"iso_9001","2018"
"311","Norway","Mining and quarrying",18,"iso_9001","2018"
"312","Oman","Mining and quarrying",7,"iso_9001","2018"
"313","Pakistan","Mining and quarrying",12,"iso_9001","2018"
"314","Panama","Mining and quarrying",1,"iso_9001","2018"
"315","Papua New Guinea","Mining and quarrying",0,"iso_9001","2018"
"316","Paraguay","Mining and quarrying",2,"iso_9001","2018"
"317","Peru","Mining and quarrying",18,"iso_9001","2018"
"318","Philippines","Mining and quarrying",21,"iso_9001","2018"
"319","Poland","Mining and quarrying",66,"iso_9001","2018"
"320","Portugal","Mining and quarrying",39,"iso_9001","2018"
"321","Puerto Rico","Mining and quarrying",0,"iso_9001","2018"
"322","Qatar","Mining and quarrying",0,"iso_9001","2018"
"323","Romania","Mining and quarrying",87,"iso_9001","2018"
"324","Russian Federation","Mining and quarrying",33,"iso_9001","2018"
"325","Rwanda","Mining and quarrying",0,"iso_9001","2018"
"326","Saint Kitts and Nevis","Mining and quarrying",0,"iso_9001","2018"
"327","Saint Lucia","Mining and quarrying",0,"iso_9001","2018"
"328","San Marino","Mining and quarrying",0,"iso_9001","2018"
"329","Saudi Arabia","Mining and quarrying",5,"iso_9001","2018"
"330","Senegal","Mining and quarrying",0,"iso_9001","2018"
"331","Serbia","Mining and quarrying",11,"iso_9001","2018"
"332","Seychelles","Mining and quarrying",0,"iso_9001","2018"
"333","Sierra Leone","Mining and quarrying",0,"iso_9001","2018"
"334","Singapore","Mining and quarrying",1,"iso_9001","2018"
"335","Slovakia","Mining and quarrying",13,"iso_9001","2018"
"336","Slovenia","Mining and quarrying",4,"iso_9001","2018"
"337","Somalia","Mining and quarrying",0,"iso_9001","2018"
"338","South Africa","Mining and quarrying",30,"iso_9001","2018"
"339","Spain","Mining and quarrying",149,"iso_9001","2018"
"340","Sri Lanka","Mining and quarrying",0,"iso_9001","2018"
"341","Sudan","Mining and quarrying",0,"iso_9001","2018"
"342","Suriname","Mining and quarrying",0,"iso_9001","2018"
"343","Swaziland","Mining and quarrying",0,"iso_9001","2018"
"344","Sweden","Mining and quarrying",5,"iso_9001","2018"
"345","Switzerland","Mining and quarrying",53,"iso_9001","2018"
"346","Syrian Arab Republic","Mining and quarrying",0,"iso_9001","2018"
"347","Taiwan, Province of China","Mining and quarrying",2,"iso_9001","2018"
"348","Tajikistan","Mining and quarrying",0,"iso_9001","2018"
"349","Tanzania, United Republic of","Mining and quarrying",1,"iso_9001","2018"
"350","Thailand","Mining and quarrying",19,"iso_9001","2018"
"351","Togo","Mining and quarrying",0,"iso_9001","2018"
"352","Trinidad and Tobago","Mining and quarrying",1,"iso_9001","2018"
"353","Tunisia","Mining and quarrying",1,"iso_9001","2018"
"354","Turkey","Mining and quarrying",40,"iso_9001","2018"
"355","Turkmenistan","Mining and quarrying",0,"iso_9001","2018"
"356","Uganda","Mining and quarrying",2,"iso_9001","2018"
"357","Ukraine","Mining and quarrying",15,"iso_9001","2018"
"358","United Arab Emirates","Mining and quarrying",4,"iso_9001","2018"
"359","United Kingdom of Great Britain and Northern Ireland","Mining and quarrying",17,"iso_9001","2018"
"360","United States of America","Mining and quarrying",12,"iso_9001","2018"
"361","Uruguay","Mining and quarrying",1,"iso_9001","2018"
"362","Uzbekistan","Mining and quarrying",4,"iso_9001","2018"
"363","Vanuatu","Mining and quarrying",0,"iso_9001","2018"
"364","Venezuela (Bolivarian Republic of)","Mining and quarrying",0,"iso_9001","2018"
"365","Viet Nam","Mining and quarrying",5,"iso_9001","2018"
"366","Yemen","Mining and quarrying",0,"iso_9001","2018"
"367","Zambia","Mining and quarrying",0,"iso_9001","2018"
"368","Zimbabwe","Mining and quarrying",1,"iso_9001","2018"
"369","Afghanistan","Food products, beverage and tobacco",1,"iso_9001","2018"
"370","Albania","Food products, beverage and tobacco",10,"iso_9001","2018"
"371","Algeria","Food products, beverage and tobacco",22,"iso_9001","2018"
"372","Andorra","Food products, beverage and tobacco",0,"iso_9001","2018"
"373","Angola","Food products, beverage and tobacco",0,"iso_9001","2018"
"374","Argentina","Food products, beverage and tobacco",223,"iso_9001","2018"
"375","Armenia","Food products, beverage and tobacco",1,"iso_9001","2018"
"376","Australia","Food products, beverage and tobacco",53,"iso_9001","2018"
"377","Austria","Food products, beverage and tobacco",49,"iso_9001","2018"
"378","Azerbaijan","Food products, beverage and tobacco",6,"iso_9001","2018"
"379","Bahamas","Food products, beverage and tobacco",1,"iso_9001","2018"
"380","Bahrain","Food products, beverage and tobacco",5,"iso_9001","2018"
"381","Bangladesh","Food products, beverage and tobacco",18,"iso_9001","2018"
"382","Barbados","Food products, beverage and tobacco",1,"iso_9001","2018"
"383","Belarus","Food products, beverage and tobacco",245,"iso_9001","2018"
"384","Belgium","Food products, beverage and tobacco",18,"iso_9001","2018"
"385","Benin","Food products, beverage and tobacco",2,"iso_9001","2018"
"386","Bermuda","Food products, beverage and tobacco",0,"iso_9001","2018"
"387","Bhutan","Food products, beverage and tobacco",2,"iso_9001","2018"
"388","Bolivia (Plurinational State of)","Food products, beverage and tobacco",2,"iso_9001","2018"
"389","Bosnia and Herzegovina","Food products, beverage and tobacco",46,"iso_9001","2018"
"390","Botswana","Food products, beverage and tobacco",0,"iso_9001","2018"
"391","Brazil","Food products, beverage and tobacco",244,"iso_9001","2018"
"392","Brunei Darussalam","Food products, beverage and tobacco",0,"iso_9001","2018"
"393","Bulgaria","Food products, beverage and tobacco",112,"iso_9001","2018"
"394","Burkina Faso","Food products, beverage and tobacco",0,"iso_9001","2018"
"395","Burundi","Food products, beverage and tobacco",1,"iso_9001","2018"
"396","Cabo Verde","Food products, beverage and tobacco",1,"iso_9001","2018"
"397","Cambodia","Food products, beverage and tobacco",6,"iso_9001","2018"
"398","Cameroon","Food products, beverage and tobacco",6,"iso_9001","2018"
"399","Canada","Food products, beverage and tobacco",24,"iso_9001","2018"
